3.0952 	WARNING 	User requested fullscreen with size [1280 1024], but screen is actually [1600, 900]. Using actual size
4.3515 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor='DarkGrey', lineColorSpace='named', lineRGB=array([169., 169., 169.]), lineWidth=1.5, name='unnamed Rect', opacity=1.0, ori=array(0.), pos=array([ 0. , -0.6]), size=array([1., 1.]), units='norm', vertices=ndarray(...), win=Window(...))
4.3518 	EXP 	Created slider_valence = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, color='LightGray', depth=0, flip=False, font='HelveticaBold', granularity=1, labelHeight=0.05, labels=None, name='slider_valence', pos=(0, -0.6), readOnly=False, self=UNKNOWN, size=(0.81, 0.05), style=method-wrapper(...), ticks=array([  1,  25,  50,  75, 100]), units='norm', win=Window(...))
4.3728 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([ 0.015, -0.3  ]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=2)
4.3907 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([ 0. , -0.9]), rgb=array([255., 255., 255.]), text='Press {Space} to continue', units='norm', win=Window(...), wrapWidth=2)
4.3952 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
4.3968 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([0. , 0.4]), size=array([1., 1.]), texRes=128, units='norm', win=Window(...))
4.4016 	EXP 	Created Arousalimage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sam arousal.png', interpolate=True, mask=None, maskParams=None, name='Arousalimage', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([0.80875, 0.34   ]), texRes=128, units='norm', win=Window(...))
4.4033 	EXP 	Created unnamed GratingStim = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, autoDraw=False, autoLog=True, blendmode='avg', color='LightGray', colorSpace='named', contrast=1.0, depth=0, interpolate=False, mask='none', maskParams=None, name='unnamed GratingStim', opacity=1.0, ori=0.0, phase=array([0., 0.]), pos=array([ 0. , -0.6]), rgbPedestal=array([0., 0., 0.]), sf=array([0., 0.]), size=array([0.81  , 0.0081]), tex='sin', texRes=128, units='norm', win=Window(...))
4.4055 	EXP 	Created unnamed ElementArrayStim = ElementArrayStim(__class__=type(...), autoLog=True, colorSpace='named', colors='LightGray', contrs=array([1., 1., 1., 1., 1.]), depths=0, elementMask=method-wrapper(...), elementTex=method-wrapper(...), fieldDepth=0, fieldPos=array([0., 0.]), fieldShape='circle', fieldSize=array([1., 1.]), interpolate=True, maskParams=None, nElements=5, name='unnamed ElementArrayStim', opacities=array([1., 1., 1., 1., 1.]), oris=array([0., 0., 0., 0., 0.]), phases=ndarray(...), rgbs=ndarray(...), sfs=ndarray(...), sizes=ndarray(...), texRes=48, units='norm', win=Window(...), xys=ndarray(...))
4.4071 	EXP 	Created unnamed Circle = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor='red', fillColorSpace='named', fillRGB=array([255.,   0.,   0.]), interpolate=True, lineColor='red', lineColorSpace='named', lineRGB=array([255.,   0.,   0.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.05      , 0.08888889]), units='norm', vertices=ndarray(...), win=Window(...))
4.4078 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor='DarkGrey', lineColorSpace='named', lineRGB=array([169., 169., 169.]), lineWidth=1.5, name='unnamed Rect', opacity=1.0, ori=array(0.), pos=array([ 0. , -0.6]), size=array([1., 1.]), units='norm', vertices=ndarray(...), win=Window(...))
4.4080 	EXP 	Created slider_arousal = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, color='LightGray', depth=0, flip=False, font='HelveticaBold', granularity=1, labelHeight=0.05, labels=None, name='slider_arousal', pos=(0, -0.6), readOnly=False, self=UNKNOWN, size=(0.81, 0.05), style=method-wrapper(...), ticks=array([  1,  25,  50,  75, 100]), units='norm', win=Window(...))
4.4204 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([-0.025, -0.3  ]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=2.5)
4.4260 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([ 0. , -0.9]), rgb=array([255., 255., 255.]), text='Press {Space} to continue', units='norm', win=Window(...), wrapWidth=1)
4.4371 	EXP 	Imported CueRatings.xlsx as conditions, 18 conditions, 2 params
4.4373 	EXP 	Created sequence: random, trialTypes=18, nReps=1, seed=None
4.4375 	EXP 	New trial (rep=0, index=0): OrderedDict([('words', None), ('images', 'Pictures/1040.jpg')])
4.4905 	EXP 	slider_valence: autoLog = True
4.4905 	EXP 	slider_valence: markerPos = None
4.4905 	EXP 	slider_valence: rating = None
4.4905 	EXP 	slider_valence: markerPos = None
4.4905 	EXP 	unnamed Circle: contrast = 1.0
4.4905 	EXP 	unnamed GratingStim: contrast = 1.0
4.4905 	EXP 	slider_valence: contrast = 1.0
4.4905 	EXP 	slider_valence: autoLog = True
4.4905 	EXP 	slider_valence: style = ('rating',)
4.4905 	EXP 	slider_arousal: autoLog = True
4.4905 	EXP 	slider_arousal: markerPos = None
4.4905 	EXP 	slider_arousal: rating = None
4.4905 	EXP 	slider_arousal: markerPos = None
4.4905 	EXP 	unnamed Circle: contrast = 1.0
4.4905 	EXP 	unnamed GratingStim: contrast = 1.0
4.4905 	EXP 	slider_arousal: contrast = 1.0
4.4905 	EXP 	slider_arousal: autoLog = True
4.4905 	EXP 	slider_arousal: style = ('rating',)
4.4905 	EXP 	text_6: text = 'default text'
4.4905 	EXP 	image_1: image = 'Pictures/1040.jpg'
4.4905 	EXP 	slider_valence: markerPos = None
4.4905 	EXP 	slider_valence: markerPos = None
4.4905 	EXP 	slider_valence: rating = None
4.4905 	EXP 	text_6: autoDraw = True
4.4905 	EXP 	image_1: autoDraw = True
4.4905 	EXP 	ValenceImg: autoDraw = True
4.4905 	EXP 	slider_valence: autoDraw = True
4.4905 	EXP 	text: autoDraw = True
4.4905 	EXP 	text_3: autoDraw = True
5.2261 	DATA 	Keypress: space
5.2749 	EXP 	text_6: autoDraw = False
5.2749 	EXP 	image_1: autoDraw = False
5.2749 	EXP 	ValenceImg: autoDraw = False
5.2749 	EXP 	slider_valence: autoDraw = False
5.2749 	EXP 	text: autoDraw = False
5.2749 	EXP 	text_3: autoDraw = False
5.2749 	EXP 	text_5: text = 'default text'
5.2749 	EXP 	image_2: image = 'Pictures/1040.jpg'
5.2749 	EXP 	slider_arousal: markerPos = None
5.2749 	EXP 	slider_arousal: markerPos = None
5.2749 	EXP 	slider_arousal: rating = None
5.2749 	EXP 	text_5: autoDraw = True
5.2749 	EXP 	image_2: autoDraw = True
5.2749 	EXP 	Arousalimage: autoDraw = True
5.2749 	EXP 	slider_arousal: autoDraw = True
5.2749 	EXP 	text_2: autoDraw = True
5.2749 	EXP 	text_4: autoDraw = True
6.5920 	DATA 	Mouse: Left button down, pos=(737,181)
6.6082 	EXP 	slider_arousal: markerPos = 40.875
6.6082 	EXP 	unnamed Circle: pos = array([[-0.07772727, -0.6       ]])
6.6249 	EXP 	slider_arousal: markerPos = 40.875
6.6415 	EXP 	slider_arousal: markerPos = 40.875
6.6572 	EXP 	slider_arousal: markerPos = 40.875
6.6575 	DATA 	Mouse:  Left button up, pos=(737,181)
6.6741 	EXP 	slider_arousal: markerPos = 41.0
6.6741 	EXP 	slider_arousal: rating = 41.0
6.6741 	EXP 	unnamed Circle: pos = array([[-0.07772727, -0.6       ]])
7.7754 	DATA 	Mouse: Left button down, pos=(933,178)
7.7914 	EXP 	slider_arousal: markerPos = 70.81944444444444
7.7914 	EXP 	unnamed Circle: pos = array([[ 0.16772727, -0.6       ]])
7.8081 	EXP 	slider_arousal: markerPos = 70.81944444444444
7.8247 	EXP 	slider_arousal: markerPos = 70.81944444444444
7.8413 	EXP 	slider_arousal: markerPos = 70.81944444444444
7.8581 	EXP 	slider_arousal: markerPos = 70.81944444444444
7.8741 	EXP 	slider_arousal: markerPos = 70.81944444444444
7.8743 	DATA 	Mouse:  Left button up, pos=(933,178)
7.8908 	EXP 	slider_arousal: markerPos = 71.0
7.8908 	EXP 	slider_arousal: rating = 71.0
7.8908 	EXP 	unnamed Circle: pos = array([[ 0.16772727, -0.6       ]])
8.4575 	DATA 	Keypress: space
8.4583 	EXP 	New trial (rep=0, index=1): OrderedDict([('words', None), ('images', 'Pictures/1080.jpg')])
8.5084 	EXP 	text_5: autoDraw = False
8.5084 	EXP 	image_2: autoDraw = False
8.5084 	EXP 	Arousalimage: autoDraw = False
8.5084 	EXP 	slider_arousal: autoDraw = False
8.5084 	EXP 	text_2: autoDraw = False
8.5084 	EXP 	text_4: autoDraw = False
8.5084 	EXP 	text_6: text = 'default text'
8.5084 	EXP 	image_1: image = 'Pictures/1080.jpg'
8.5084 	EXP 	slider_valence: markerPos = None
8.5084 	EXP 	slider_valence: markerPos = None
8.5084 	EXP 	slider_valence: rating = None
8.5084 	EXP 	text_6: autoDraw = True
8.5084 	EXP 	image_1: autoDraw = True
8.5084 	EXP 	ValenceImg: autoDraw = True
8.5084 	EXP 	slider_valence: autoDraw = True
8.5084 	EXP 	text: autoDraw = True
8.5084 	EXP 	text_3: autoDraw = True
9.2584 	DATA 	Mouse: Left button down, pos=(933,178)
9.2745 	EXP 	slider_valence: markerPos = 70.81944444444444
9.2745 	EXP 	unnamed Circle: pos = array([[ 0.16772727, -0.6       ]])
9.2912 	EXP 	slider_valence: markerPos = 70.81944444444444
9.3079 	EXP 	slider_valence: markerPos = 70.81944444444444
9.3246 	EXP 	slider_valence: markerPos = 70.81944444444444
9.3412 	EXP 	slider_valence: markerPos = 70.81944444444444
9.3579 	EXP 	slider_valence: markerPos = 70.81944444444444
9.3740 	EXP 	slider_valence: markerPos = 70.81944444444444
9.3743 	DATA 	Mouse:  Left button up, pos=(933,178)
9.3906 	EXP 	slider_valence: markerPos = 71.0
9.3906 	EXP 	slider_valence: rating = 71.0
9.3906 	EXP 	unnamed Circle: pos = array([[ 0.16772727, -0.6       ]])
9.6917 	DATA 	Keypress: space
9.7374 	EXP 	text_6: autoDraw = False
9.7374 	EXP 	image_1: autoDraw = False
9.7374 	EXP 	ValenceImg: autoDraw = False
9.7374 	EXP 	slider_valence: autoDraw = False
9.7374 	EXP 	text: autoDraw = False
9.7374 	EXP 	text_3: autoDraw = False
9.7374 	EXP 	text_5: text = 'default text'
9.7374 	EXP 	image_2: image = 'Pictures/1080.jpg'
9.7374 	EXP 	slider_arousal: markerPos = None
9.7374 	EXP 	slider_arousal: markerPos = None
9.7374 	EXP 	slider_arousal: rating = None
9.7374 	EXP 	text_5: autoDraw = True
9.7374 	EXP 	image_2: autoDraw = True
9.7374 	EXP 	Arousalimage: autoDraw = True
9.7374 	EXP 	slider_arousal: autoDraw = True
9.7374 	EXP 	text_2: autoDraw = True
9.7374 	EXP 	text_4: autoDraw = True
10.2746 	DATA 	Mouse: Left button down, pos=(759,179)
10.2909 	EXP 	slider_arousal: markerPos = 44.236111111111114
10.2909 	EXP 	unnamed Circle: pos = array([[-0.05318182, -0.6       ]])
10.3072 	EXP 	slider_arousal: markerPos = 44.236111111111114
10.3239 	EXP 	slider_arousal: markerPos = 44.236111111111114
10.3407 	EXP 	slider_arousal: markerPos = 44.236111111111114
10.3578 	EXP 	slider_arousal: markerPos = 44.236111111111114
10.3738 	EXP 	slider_arousal: markerPos = 44.236111111111114
10.3741 	DATA 	Mouse:  Left button up, pos=(759,179)
10.3905 	EXP 	slider_arousal: markerPos = 44.0
10.3905 	EXP 	slider_arousal: rating = 44.0
10.3905 	EXP 	unnamed Circle: pos = array([[-0.05318182, -0.6       ]])
10.6083 	DATA 	Keypress: space
10.6104 	EXP 	New trial (rep=0, index=2): OrderedDict([('words', None), ('images', 'Pictures/1051.jpg')])
10.6534 	EXP 	text_5: autoDraw = False
10.6534 	EXP 	image_2: autoDraw = False
10.6534 	EXP 	Arousalimage: autoDraw = False
10.6534 	EXP 	slider_arousal: autoDraw = False
10.6534 	EXP 	text_2: autoDraw = False
10.6534 	EXP 	text_4: autoDraw = False
10.6534 	EXP 	text_6: text = 'default text'
10.6534 	EXP 	image_1: image = 'Pictures/1051.jpg'
10.6534 	EXP 	slider_valence: markerPos = None
10.6534 	EXP 	slider_valence: markerPos = None
10.6534 	EXP 	slider_valence: rating = None
10.6534 	EXP 	text_6: autoDraw = True
10.6534 	EXP 	image_1: autoDraw = True
10.6534 	EXP 	ValenceImg: autoDraw = True
10.6534 	EXP 	slider_valence: autoDraw = True
10.6534 	EXP 	text: autoDraw = True
10.6534 	EXP 	text_3: autoDraw = True
10.9126 	DATA 	Mouse: Left button down, pos=(642,175)
10.9410 	EXP 	slider_valence: markerPos = 26.361111111111114
10.9410 	EXP 	unnamed Circle: pos = array([[-0.20045455, -0.6       ]])
10.9577 	EXP 	slider_valence: markerPos = 26.361111111111114
10.9744 	EXP 	slider_valence: markerPos = 26.361111111111114
10.9910 	EXP 	slider_valence: markerPos = 26.361111111111114
11.0077 	EXP 	slider_valence: markerPos = 26.361111111111114
11.0234 	EXP 	slider_valence: markerPos = 26.361111111111114
11.0236 	DATA 	Mouse:  Left button up, pos=(642,175)
11.0404 	EXP 	slider_valence: markerPos = 26.0
11.0404 	EXP 	slider_valence: rating = 26.0
11.0404 	EXP 	unnamed Circle: pos = array([[-0.20045455, -0.6       ]])
11.4747 	DATA 	Keypress: space
11.5202 	EXP 	text_6: autoDraw = False
11.5202 	EXP 	image_1: autoDraw = False
11.5202 	EXP 	ValenceImg: autoDraw = False
11.5202 	EXP 	slider_valence: autoDraw = False
11.5202 	EXP 	text: autoDraw = False
11.5202 	EXP 	text_3: autoDraw = False
11.5202 	EXP 	text_5: text = 'default text'
11.5202 	EXP 	image_2: image = 'Pictures/1051.jpg'
11.5202 	EXP 	slider_arousal: markerPos = None
11.5202 	EXP 	slider_arousal: markerPos = None
11.5202 	EXP 	slider_arousal: rating = None
11.5202 	EXP 	text_5: autoDraw = True
11.5202 	EXP 	image_2: autoDraw = True
11.5202 	EXP 	Arousalimage: autoDraw = True
11.5202 	EXP 	slider_arousal: autoDraw = True
11.5202 	EXP 	text_2: autoDraw = True
11.5202 	EXP 	text_4: autoDraw = True
12.0253 	DATA 	Mouse: Left button down, pos=(569,177)
12.0408 	EXP 	slider_arousal: markerPos = 15.208333333333336
12.0408 	EXP 	unnamed Circle: pos = array([[-0.29045455, -0.6       ]])
12.0570 	EXP 	slider_arousal: markerPos = 15.208333333333336
12.0736 	EXP 	slider_arousal: markerPos = 15.208333333333336
12.0904 	EXP 	slider_arousal: markerPos = 15.208333333333336
12.1074 	EXP 	slider_arousal: markerPos = 15.208333333333336
12.1242 	EXP 	slider_arousal: markerPos = 15.208333333333336
12.1402 	EXP 	slider_arousal: markerPos = 15.208333333333336
12.1405 	DATA 	Mouse:  Left button up, pos=(569,177)
12.1570 	EXP 	slider_arousal: markerPos = 15.0
12.1570 	EXP 	slider_arousal: rating = 15.0
12.1570 	EXP 	unnamed Circle: pos = array([[-0.29045455, -0.6       ]])
12.3586 	DATA 	Keypress: space
12.3608 	EXP 	New trial (rep=0, index=3): OrderedDict([('words', None), ('images', 'Pictures/1052.jpg')])
12.4228 	EXP 	text_5: autoDraw = False
12.4228 	EXP 	image_2: autoDraw = False
12.4228 	EXP 	Arousalimage: autoDraw = False
12.4228 	EXP 	slider_arousal: autoDraw = False
12.4228 	EXP 	text_2: autoDraw = False
12.4228 	EXP 	text_4: autoDraw = False
12.4228 	EXP 	text_6: text = 'default text'
12.4228 	EXP 	image_1: image = 'Pictures/1052.jpg'
12.4228 	EXP 	slider_valence: markerPos = None
12.4228 	EXP 	slider_valence: markerPos = None
12.4228 	EXP 	slider_valence: rating = None
12.4228 	EXP 	text_6: autoDraw = True
12.4228 	EXP 	image_1: autoDraw = True
12.4228 	EXP 	ValenceImg: autoDraw = True
12.4228 	EXP 	slider_valence: autoDraw = True
12.4228 	EXP 	text: autoDraw = True
12.4228 	EXP 	text_3: autoDraw = True
13.3580 	DATA 	Keypress: escape
13.3914 	EXP 	window1: mouseVisible = True
