6.4553 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002DA55531198>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002DA55BE0668>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1280, 1024]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9692 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor='DarkGrey', lineColorSpace='named', lineRGB=array([169., 169., 169.]), lineWidth=1.5, name='unnamed Rect', opacity=1.0, ori=array(0.), pos=array([ 0. , -0.6]), size=array([1., 1.]), units='norm', vertices=ndarray(...), win=Window(...))
6.9695 	EXP 	Created slider_arousal = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, color='LightGray', depth=0, flip=False, font='HelveticaBold', granularity=1, labelHeight=0.05, labels=None, name='slider_arousal', pos=(0, -0.6), readOnly=False, self=UNKNOWN, size=(1, 0.05), style=method-wrapper(...), ticks=array([  1,  25,  50,  75, 100]), units='norm', win=Window(...))
6.9834 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([ 0. , -0.3]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=2)
6.9891 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([ 0. , -0.9]), rgb=array([255., 255., 255.]), text='Press {Space} to continue', units='norm', win=Window(...), wrapWidth=1)
7.0006 	EXP 	Imported CueRatings.xlsx as conditions, 18 conditions, 2 params
7.0008 	EXP 	Created sequence: random, trialTypes=18, nReps=1, seed=None
7.0010 	EXP 	New trial (rep=0, index=0): OrderedDict([('words', 'afraid'), ('images', None)])
7.0331 	EXP 	slider_valence: autoLog = True
7.0331 	EXP 	slider_valence: markerPos = None
7.0331 	EXP 	slider_valence: rating = None
7.0331 	EXP 	slider_valence: markerPos = None
7.0331 	EXP 	unnamed Circle: contrast = 1.0
7.0331 	EXP 	unnamed GratingStim: contrast = 1.0
7.0331 	EXP 	slider_valence: contrast = 1.0
7.0331 	EXP 	slider_valence: autoLog = True
7.0331 	EXP 	slider_valence: style = ('rating',)
7.0331 	EXP 	slider_arousal: autoLog = True
7.0331 	EXP 	slider_arousal: markerPos = None
7.0331 	EXP 	slider_arousal: rating = None
7.0331 	EXP 	slider_arousal: markerPos = None
7.0331 	EXP 	unnamed Circle: contrast = 1.0
7.0331 	EXP 	unnamed GratingStim: contrast = 1.0
7.0331 	EXP 	slider_arousal: contrast = 1.0
7.0331 	EXP 	slider_arousal: autoLog = True
7.0331 	EXP 	slider_arousal: style = ('rating',)
7.0331 	EXP 	text_6: text = 'afraid'
7.0331 	EXP 	image_1: image = None
7.0331 	EXP 	slider_valence: markerPos = None
7.0331 	EXP 	slider_valence: markerPos = None
7.0331 	EXP 	slider_valence: rating = None
7.0331 	EXP 	text_6: autoDraw = True
7.0331 	EXP 	image_1: autoDraw = True
7.0331 	EXP 	ValenceImg: autoDraw = True
7.0331 	EXP 	slider_valence: autoDraw = True
7.0331 	EXP 	text: autoDraw = True
7.0331 	EXP 	text_3: autoDraw = True
11.2208 	DATA 	Mouse: Left button down, pos=(472,203)
11.2370 	EXP 	slider_valence: markerPos = 24.5125
11.2370 	EXP 	unnamed Circle: pos = array([[-0.25757576, -0.6       ]])
11.2535 	EXP 	slider_valence: markerPos = 24.5125
11.2704 	EXP 	slider_valence: markerPos = 24.5125
11.2870 	EXP 	slider_valence: markerPos = 24.5125
11.3034 	EXP 	slider_valence: markerPos = 24.5125
11.3042 	DATA 	Mouse:  Left button up, pos=(472,203)
11.3201 	EXP 	slider_valence: markerPos = 25.0
11.3201 	EXP 	slider_valence: rating = 25.0
11.3201 	EXP 	unnamed Circle: pos = array([[-0.25757576, -0.6       ]])
12.3878 	DATA 	Keypress: space
12.4049 	EXP 	text_6: autoDraw = False
12.4049 	EXP 	image_1: autoDraw = False
12.4049 	EXP 	ValenceImg: autoDraw = False
12.4049 	EXP 	slider_valence: autoDraw = False
12.4049 	EXP 	text: autoDraw = False
12.4049 	EXP 	text_3: autoDraw = False
12.4049 	EXP 	text_5: text = 'afraid'
12.4049 	EXP 	image_2: image = None
12.4049 	EXP 	slider_arousal: markerPos = None
12.4049 	EXP 	slider_arousal: markerPos = None
12.4049 	EXP 	slider_arousal: rating = None
12.4049 	EXP 	text_5: autoDraw = True
12.4049 	EXP 	image_2: autoDraw = True
12.4049 	EXP 	Arousalimage: autoDraw = True
12.4049 	EXP 	slider_arousal: autoDraw = True
12.4049 	EXP 	text_2: autoDraw = True
12.4049 	EXP 	text_4: autoDraw = True
13.4874 	DATA 	Mouse: Left button down, pos=(648,209)
13.5036 	EXP 	slider_arousal: markerPos = 51.7375
13.5036 	EXP 	unnamed Circle: pos = array([[ 0.01515152, -0.6       ]])
13.5204 	EXP 	slider_arousal: markerPos = 51.7375
13.5369 	EXP 	slider_arousal: markerPos = 51.7375
13.5532 	EXP 	slider_arousal: markerPos = 51.7375
13.5534 	DATA 	Mouse:  Left button up, pos=(648,209)
13.5697 	EXP 	slider_arousal: markerPos = 52.0
13.5697 	EXP 	slider_arousal: rating = 52.0
13.5697 	EXP 	unnamed Circle: pos = array([[ 0.01515152, -0.6       ]])
16.0545 	DATA 	Keypress: space
16.0569 	EXP 	New trial (rep=0, index=1): OrderedDict([('words', None), ('images', 'Pictures/1051.jpg')])
16.0947 	EXP 	text_5: autoDraw = False
16.0947 	EXP 	image_2: autoDraw = False
16.0947 	EXP 	Arousalimage: autoDraw = False
16.0947 	EXP 	slider_arousal: autoDraw = False
16.0947 	EXP 	text_2: autoDraw = False
16.0947 	EXP 	text_4: autoDraw = False
16.0947 	EXP 	text_6: text = 'afraid'
16.0947 	EXP 	image_1: image = 'Pictures/1051.jpg'
16.0947 	EXP 	slider_valence: markerPos = None
16.0947 	EXP 	slider_valence: markerPos = None
16.0947 	EXP 	slider_valence: rating = None
16.0947 	EXP 	text_6: autoDraw = True
16.0947 	EXP 	image_1: autoDraw = True
16.0947 	EXP 	ValenceImg: autoDraw = True
16.0947 	EXP 	slider_valence: autoDraw = True
16.0947 	EXP 	text: autoDraw = True
16.0947 	EXP 	text_3: autoDraw = True
17.8367 	DATA 	Mouse: Left button down, pos=(472,218)
17.8529 	EXP 	slider_valence: markerPos = 24.5125
17.8529 	EXP 	unnamed Circle: pos = array([[-0.25757576, -0.6       ]])
17.8694 	EXP 	slider_valence: markerPos = 24.5125
17.8862 	EXP 	slider_valence: markerPos = 24.5125
17.9028 	EXP 	slider_valence: markerPos = 24.5125
17.9199 	EXP 	slider_valence: markerPos = 24.5125
17.9202 	DATA 	Mouse:  Left button up, pos=(472,218)
17.9367 	EXP 	slider_valence: markerPos = 25.0
17.9367 	EXP 	slider_valence: rating = 25.0
17.9367 	EXP 	unnamed Circle: pos = array([[-0.25757576, -0.6       ]])
18.7916 	DATA 	Keypress: space
18.8307 	EXP 	text_6: autoDraw = False
18.8307 	EXP 	image_1: autoDraw = False
18.8307 	EXP 	ValenceImg: autoDraw = False
18.8307 	EXP 	slider_valence: autoDraw = False
18.8307 	EXP 	text: autoDraw = False
18.8307 	EXP 	text_3: autoDraw = False
18.8307 	EXP 	text_5: text = 'afraid'
18.8307 	EXP 	image_2: image = 'Pictures/1051.jpg'
18.8307 	EXP 	slider_arousal: markerPos = None
18.8307 	EXP 	slider_arousal: markerPos = None
18.8307 	EXP 	slider_arousal: rating = None
18.8307 	EXP 	text_5: autoDraw = True
18.8307 	EXP 	image_2: autoDraw = True
18.8307 	EXP 	Arousalimage: autoDraw = True
18.8307 	EXP 	slider_arousal: autoDraw = True
18.8307 	EXP 	text_2: autoDraw = True
18.8307 	EXP 	text_4: autoDraw = True
19.8038 	DATA 	Mouse: Left button down, pos=(788,203)
19.8196 	EXP 	slider_arousal: markerPos = 73.39375
19.8196 	EXP 	unnamed Circle: pos = array([[ 0.22727273, -0.6       ]])
19.8366 	EXP 	slider_arousal: markerPos = 73.39375
19.8533 	EXP 	slider_arousal: markerPos = 73.39375
19.8697 	EXP 	slider_arousal: markerPos = 73.39375
19.8863 	EXP 	slider_arousal: markerPos = 73.39375
19.9022 	EXP 	slider_arousal: markerPos = 73.39375
19.9026 	DATA 	Mouse:  Left button up, pos=(788,203)
19.9191 	EXP 	slider_arousal: markerPos = 73.0
19.9191 	EXP 	slider_arousal: rating = 73.0
19.9191 	EXP 	unnamed Circle: pos = array([[ 0.22727273, -0.6       ]])
21.4072 	DATA 	Keypress: space
21.4219 	EXP 	New trial (rep=0, index=2): OrderedDict([('words', 'table'), ('images', None)])
21.4400 	EXP 	text_5: autoDraw = False
21.4400 	EXP 	image_2: autoDraw = False
21.4400 	EXP 	Arousalimage: autoDraw = False
21.4400 	EXP 	slider_arousal: autoDraw = False
21.4400 	EXP 	text_2: autoDraw = False
21.4400 	EXP 	text_4: autoDraw = False
21.4400 	EXP 	text_6: text = 'table'
21.4400 	EXP 	image_1: image = None
21.4400 	EXP 	slider_valence: markerPos = None
21.4400 	EXP 	slider_valence: markerPos = None
21.4400 	EXP 	slider_valence: rating = None
21.4400 	EXP 	text_6: autoDraw = True
21.4400 	EXP 	image_1: autoDraw = True
21.4400 	EXP 	ValenceImg: autoDraw = True
21.4400 	EXP 	slider_valence: autoDraw = True
21.4400 	EXP 	text: autoDraw = True
21.4400 	EXP 	text_3: autoDraw = True
23.1040 	DATA 	Mouse: Left button down, pos=(578,202)
23.1190 	EXP 	slider_valence: markerPos = 40.909375000000004
23.1190 	EXP 	unnamed Circle: pos = array([[-0.0959596, -0.6      ]])
23.1357 	EXP 	slider_valence: markerPos = 40.909375000000004
23.1524 	EXP 	slider_valence: markerPos = 40.909375000000004
23.1690 	EXP 	slider_valence: markerPos = 40.909375000000004
23.1858 	EXP 	slider_valence: markerPos = 40.909375000000004
23.2020 	EXP 	slider_valence: markerPos = 40.909375000000004
23.2023 	DATA 	Mouse:  Left button up, pos=(578,202)
23.2187 	EXP 	slider_valence: markerPos = 41.0
23.2187 	EXP 	slider_valence: rating = 41.0
23.2187 	EXP 	unnamed Circle: pos = array([[-0.0959596, -0.6      ]])
23.7188 	DATA 	Keypress: space
23.7352 	EXP 	text_6: autoDraw = False
23.7352 	EXP 	image_1: autoDraw = False
23.7352 	EXP 	ValenceImg: autoDraw = False
23.7352 	EXP 	slider_valence: autoDraw = False
23.7352 	EXP 	text: autoDraw = False
23.7352 	EXP 	text_3: autoDraw = False
23.7352 	EXP 	text_5: text = 'table'
23.7352 	EXP 	image_2: image = None
23.7352 	EXP 	slider_arousal: markerPos = None
23.7352 	EXP 	slider_arousal: markerPos = None
23.7352 	EXP 	slider_arousal: rating = None
23.7352 	EXP 	text_5: autoDraw = True
23.7352 	EXP 	image_2: autoDraw = True
23.7352 	EXP 	Arousalimage: autoDraw = True
23.7352 	EXP 	slider_arousal: autoDraw = True
23.7352 	EXP 	text_2: autoDraw = True
23.7352 	EXP 	text_4: autoDraw = True
24.7355 	DATA 	Mouse: Left button down, pos=(639,203)
24.7518 	EXP 	slider_arousal: markerPos = 50.3453125
24.7518 	EXP 	unnamed Circle: pos = array([[-0.00505051, -0.6       ]])
24.7686 	EXP 	slider_arousal: markerPos = 50.3453125
24.7853 	EXP 	slider_arousal: markerPos = 50.3453125
24.8020 	EXP 	slider_arousal: markerPos = 50.3453125
24.8186 	EXP 	slider_arousal: markerPos = 50.3453125
24.8351 	EXP 	slider_arousal: markerPos = 50.3453125
24.8354 	DATA 	Mouse:  Left button up, pos=(639,203)
24.8519 	EXP 	slider_arousal: markerPos = 50.0
24.8519 	EXP 	slider_arousal: rating = 50.0
24.8519 	EXP 	unnamed Circle: pos = array([[-0.00505051, -0.6       ]])
25.1689 	DATA 	Keypress: space
25.1696 	EXP 	New trial (rep=0, index=3): OrderedDict([('words', 'statue'), ('images', None)])
25.1851 	EXP 	text_5: autoDraw = False
25.1851 	EXP 	image_2: autoDraw = False
25.1851 	EXP 	Arousalimage: autoDraw = False
25.1851 	EXP 	slider_arousal: autoDraw = False
25.1851 	EXP 	text_2: autoDraw = False
25.1851 	EXP 	text_4: autoDraw = False
25.1851 	EXP 	text_6: text = 'statue'
25.1851 	EXP 	image_1: image = None
25.1851 	EXP 	slider_valence: markerPos = None
25.1851 	EXP 	slider_valence: markerPos = None
25.1851 	EXP 	slider_valence: rating = None
25.1851 	EXP 	text_6: autoDraw = True
25.1851 	EXP 	image_1: autoDraw = True
25.1851 	EXP 	ValenceImg: autoDraw = True
25.1851 	EXP 	slider_valence: autoDraw = True
25.1851 	EXP 	text: autoDraw = True
25.1851 	EXP 	text_3: autoDraw = True
26.4198 	DATA 	Mouse: Left button down, pos=(487,216)
26.4356 	EXP 	slider_valence: markerPos = 26.8328125
26.4356 	EXP 	unnamed Circle: pos = array([[-0.23737374, -0.6       ]])
26.4522 	EXP 	slider_valence: markerPos = 26.8328125
26.4691 	EXP 	slider_valence: markerPos = 26.8328125
26.4857 	EXP 	slider_valence: markerPos = 26.8328125
26.5025 	EXP 	slider_valence: markerPos = 26.8328125
26.5187 	EXP 	slider_valence: markerPos = 26.8328125
26.5190 	DATA 	Mouse:  Left button up, pos=(487,216)
26.5350 	EXP 	slider_valence: markerPos = 27.0
26.5350 	EXP 	slider_valence: rating = 27.0
26.5350 	EXP 	unnamed Circle: pos = array([[-0.23737374, -0.6       ]])
27.0691 	DATA 	Keypress: space
27.0850 	EXP 	text_6: autoDraw = False
27.0850 	EXP 	image_1: autoDraw = False
27.0850 	EXP 	ValenceImg: autoDraw = False
27.0850 	EXP 	slider_valence: autoDraw = False
27.0850 	EXP 	text: autoDraw = False
27.0850 	EXP 	text_3: autoDraw = False
27.0850 	EXP 	text_5: text = 'statue'
27.0850 	EXP 	image_2: image = None
27.0850 	EXP 	slider_arousal: markerPos = None
27.0850 	EXP 	slider_arousal: markerPos = None
27.0850 	EXP 	slider_arousal: rating = None
27.0850 	EXP 	text_5: autoDraw = True
27.0850 	EXP 	image_2: autoDraw = True
27.0850 	EXP 	Arousalimage: autoDraw = True
27.0850 	EXP 	slider_arousal: autoDraw = True
27.0850 	EXP 	text_2: autoDraw = True
27.0850 	EXP 	text_4: autoDraw = True
28.4361 	DATA 	Mouse: Left button down, pos=(639,199)
28.4520 	EXP 	slider_arousal: markerPos = 50.3453125
28.4520 	EXP 	unnamed Circle: pos = array([[-0.00505051, -0.6       ]])
28.4687 	EXP 	slider_arousal: markerPos = 50.3453125
28.4853 	EXP 	slider_arousal: markerPos = 50.3453125
28.5022 	EXP 	slider_arousal: markerPos = 50.3453125
28.5031 	DATA 	Mouse:  Left button up, pos=(639,199)
28.5181 	EXP 	slider_arousal: markerPos = 50.0
28.5181 	EXP 	slider_arousal: rating = 50.0
28.5181 	EXP 	unnamed Circle: pos = array([[-0.00505051, -0.6       ]])
28.8022 	DATA 	Keypress: space
28.8038 	EXP 	New trial (rep=0, index=4): OrderedDict([('words', 'birthday'), ('images', None)])
28.8257 	EXP 	text_5: autoDraw = False
28.8257 	EXP 	image_2: autoDraw = False
28.8257 	EXP 	Arousalimage: autoDraw = False
28.8257 	EXP 	slider_arousal: autoDraw = False
28.8257 	EXP 	text_2: autoDraw = False
28.8257 	EXP 	text_4: autoDraw = False
28.8257 	EXP 	text_6: text = 'birthday'
28.8257 	EXP 	image_1: image = None
28.8257 	EXP 	slider_valence: markerPos = None
28.8257 	EXP 	slider_valence: markerPos = None
28.8257 	EXP 	slider_valence: rating = None
28.8257 	EXP 	text_6: autoDraw = True
28.8257 	EXP 	image_1: autoDraw = True
28.8257 	EXP 	ValenceImg: autoDraw = True
28.8257 	EXP 	slider_valence: autoDraw = True
28.8257 	EXP 	text: autoDraw = True
28.8257 	EXP 	text_3: autoDraw = True
29.4516 	DATA 	Mouse: Left button down, pos=(733,195)
29.4681 	EXP 	slider_valence: markerPos = 64.8859375
29.4681 	EXP 	unnamed Circle: pos = array([[ 0.14646465, -0.6       ]])
29.4847 	EXP 	slider_valence: markerPos = 64.8859375
29.5014 	EXP 	slider_valence: markerPos = 64.8859375
29.5181 	EXP 	slider_valence: markerPos = 64.8859375
29.5347 	EXP 	slider_valence: markerPos = 64.8859375
29.5513 	EXP 	slider_valence: markerPos = 64.8859375
29.5678 	EXP 	slider_valence: markerPos = 64.8859375
29.5681 	DATA 	Mouse:  Left button up, pos=(733,195)
29.5845 	EXP 	slider_valence: markerPos = 65.0
29.5845 	EXP 	slider_valence: rating = 65.0
29.5845 	EXP 	unnamed Circle: pos = array([[ 0.14646465, -0.6       ]])
29.7858 	DATA 	Keypress: space
29.8051 	EXP 	text_6: autoDraw = False
29.8051 	EXP 	image_1: autoDraw = False
29.8051 	EXP 	ValenceImg: autoDraw = False
29.8051 	EXP 	slider_valence: autoDraw = False
29.8051 	EXP 	text: autoDraw = False
29.8051 	EXP 	text_3: autoDraw = False
29.8051 	EXP 	text_5: text = 'birthday'
29.8051 	EXP 	image_2: image = None
29.8051 	EXP 	slider_arousal: markerPos = None
29.8051 	EXP 	slider_arousal: markerPos = None
29.8051 	EXP 	slider_arousal: rating = None
29.8051 	EXP 	text_5: autoDraw = True
29.8051 	EXP 	image_2: autoDraw = True
29.8051 	EXP 	Arousalimage: autoDraw = True
29.8051 	EXP 	slider_arousal: autoDraw = True
29.8051 	EXP 	text_2: autoDraw = True
29.8051 	EXP 	text_4: autoDraw = True
30.3014 	DATA 	Mouse: Left button down, pos=(827,195)
30.3179 	EXP 	slider_arousal: markerPos = 79.4265625
30.3179 	EXP 	unnamed Circle: pos = array([[ 0.28787879, -0.6       ]])
30.3347 	EXP 	slider_arousal: markerPos = 79.4265625
30.3516 	EXP 	slider_arousal: markerPos = 79.4265625
30.3684 	EXP 	slider_arousal: markerPos = 79.4265625
30.3849 	EXP 	slider_arousal: markerPos = 79.4265625
30.4009 	EXP 	slider_arousal: markerPos = 79.4265625
30.4018 	DATA 	Mouse:  Left button up, pos=(827,195)
30.4190 	EXP 	slider_arousal: markerPos = 79.0
